sector,entityid,entityName,plantid,balancing_authority_code,balancing.authority.name,status,gen_cap,operating.year.month,geometry,intersection,geoid
electric-utility,59300,PNM Resources,57571,PNM,Public Service Company of New Mexico,OP,7,2011-06,-106.772413|34.833136,12470,35061971400
electric-utility,59300,PNM Resources,57575,PNM,Public Service Company of New Mexico,OP,9,2011-08,-107.75056|32.165833,12548,35029000400
electric-utility,59300,PNM Resources,57576,PNM,Public Service Company of New Mexico,OP,5,2011-11,-105.206667|35.643333,12256,35047957200
electric-utility,59300,PNM Resources,57577,PNM,Public Service Company of New Mexico,OP,5,2011-10,-105.999775|32.86571,12268,35035000500
ipp-non-chp,56926,"Hatch Solar Energy Center I, LLC",57591,EPE,El Paso Electric Company,OP,5,2011-06,-107.259722|32.63,12265,35013001400
ipp-non-chp,57055,"SunE SPS1, LLC",57736,SWPP,Southwest Power Pool,OP,10,2011-09,-103.137825|32.12743,12290,35025000900
ipp-non-chp,57056,"SunE SPS2, LLC",57737,SWPP,Southwest Power Pool,OP,10,2011-09,-103.183056|32.183611,12290,35025000900
ipp-non-chp,57057,"SunE SPS3, LLC",57738,SWPP,Southwest Power Pool,OP,10,2011-11,-103.323333|32.469722,12409,35025000800
ipp-non-chp,57059,"SunE SPS4, LLC",57739,SWPP,Southwest Power Pool,OP,10.1,2011-12,-103.303611|32.681944,12542,35025000702
ipp-non-chp,57058,"SunE SPS5, LLC",57740,SWPP,Southwest Power Pool,OP,10.1,2011-12,-104.234722|32.345556,12272,35015000700
ipp-non-chp,57361,SunE EPE2 LLC,57985,EPE,El Paso Electric Company,OP,12,2012-05,-106.913333|32.251667,12114,35013001500
ipp-non-chp,57360,SunE EPE1 LLC,57986,EPE,El Paso Electric Company,OP,10,2012-06,-106.340986|32.034383,12081,35035000902
ipp-non-chp,57390,Siemens Government Technologies Inc,58010,EPE,El Paso Electric Company,OP,4.6,2012-12,-106.47722|32.395833,12453,35013001900
ipp-non-chp,57081,"WGL Energy Systems, Inc",58240,PNM,Public Service Company of New Mexico,OP,1.3,2012-06,-105.438056|36.966667,12151,35055952100
electric-utility,11204,Los Alamos County,58256,PNM,Public Service Company of New Mexico,OP,1,2012-09,-106.31|35.875556,12460,35028000400
ipp-non-chp,58465,"Green States Energy, Inc.",58479,SWPP,Southwest Power Pool,OP,2,2013-06,-104.506944|33.351111,12478,35005000600
electric-utility,59300,PNM Resources,58520,PNM,Public Service Company of New Mexico,OP,8,2013-12,-105.971111|32.976389,12241,35035000603
electric-utility,59300,PNM Resources,58521,PNM,Public Service Company of New Mexico,OP,8.4,2013-10,-106.654444|34.746667,12301,35061970301
ipp-non-chp,58509,"Affordable Solar Silver City, LLC",58540,PNM,Public Service Company of New Mexico,OP,1,2013-06,-108.248056|32.713889,12118,35017964700
ipp-non-chp,58465,"Green States Energy, Inc.",58576,SWPP,Southwest Power Pool,OP,2.3,2011-05,-104.4|33.3,12085,35005001200
ipp-non-chp,57081,"WGL Energy Systems, Inc",58588,PNM,Public Service Company of New Mexico,OP,1,2013-11,-106.657778|35.313333,12343,35043010718
ipp-non-chp,57081,"WGL Energy Systems, Inc",58589,PNM,Public Service Company of New Mexico,OP,1,2013-11,-106.667778|35.264444,12228,35043010703
ipp-non-chp,58621,"SSA Solar of NM, LLC",58689,PNM,Public Service Company of New Mexico,OP,1.3,2012-10,-105.985278|36.907778,12083,35039000400
ipp-non-chp,58681,MSM Solar LLC,58794,PNM,Public Service Company of New Mexico,OP,1.9,2014-05,-105.183889|35.656944,12162,35047957500
electric-utility,15473,Public Service Co of NM,58899,PNM,Public Service Company of New Mexico,OP,0.5,2011-09,-106.637222|35.001944,12391,35001004001
ipp-non-chp,17650,Southern Power Co,59010,EPE,El Paso Electric Company,OP,52.2,2014-05,-107.48|32.57,12494,35029000500
ipp-non-chp,59991,"Caprock Solar 1, LLC",59251,SWPP,Southwest Power Pool,OP,25,2016-12,-103.378333|34.982778,12211,35037958900
ipp-non-chp,59171,"Suncore Photovoltaics, Inc",59393,PNM,Public Service Company of New Mexico,OP,2,2013-11,-106.53|35.049167,12222,35001000714
electric-utility,59300,PNM Resources,59558,PNM,Public Service Company of New Mexico,OP,6.1,2014-12,-106.812778|35.283611,12201,35043010900
electric-utility,17826,"Springer Electric Coop, Inc",59560,PNM,Public Service Company of New Mexico,OP,1,2015-05,-104.594167|36.398056,12087,35007950700
electric-utility,59300,PNM Resources,59618,PNM,Public Service Company of New Mexico,OP,9.1,2015-01,-106.52|34.81,12469,35061970101
electric-utility,59300,PNM Resources,59619,PNM,Public Service Company of New Mexico,OP,7.6,2015-02,-107.245156|35.20115,12193,35006974700
ipp-non-chp,59424,"SSA Solar of NM 4, LLC",59653,PNM,Public Service Company of New Mexico,OP,1.9,2015-02,-107.287778|33.121111,12404,35051962300
electric-utility,59300,PNM Resources,60195,PNM,Public Service Company of New Mexico,OP,10,2015-12,-106.736129|34.986073,12253,35001004715
electric-utility,59300,PNM Resources,60196,PNM,Public Service Company of New Mexico,OP,9.5,2015-12,-106.060859|35.587795,12263,35049010308
electric-utility,59300,PNM Resources,60197,PNM,Public Service Company of New Mexico,OP,10.5,2015-12,-106.855498|35.029719,12398,35001940600
electric-utility,59300,PNM Resources,60198,PNM,Public Service Company of New Mexico,OP,10,2015-12,-106.682975|34.582598,12304,35061971100
ipp-non-chp,60046,"TPE Alta Luna, LLC",60258,PNM,Public Service Company of New Mexico,OP,28.1,2017-01,-107.486458|32.572022,12494,35029000500
electric-utility,5701,El Paso Electric Co,60301,EPE,El Paso Electric Company,OP,5,2018-10,-106.072411|32.921261,12226,35035000601
ipp-non-chp,60127,"SSA Solar of NM 3, LLC",60341,PNM,Public Service Company of New Mexico,OP,1,2015-09,-107.249831|33.1526,12149,35051962401
ipp-non-chp,60208,Chaves Solar LLC,60405,SWPP,Southwest Power Pool,OP,70,2016-10,-104.456|33.45,12141,35005001102
ipp-non-chp,60209,"Roswell Solar, LLC",60406,SWPP,Southwest Power Pool,OP,70,2016-08,-104.461074|33.45293,12141,35005001102
ipp-non-chp,61724,New Mexico Renewable Development LLC,61165,PNM,Public Service Company of New Mexico,OP,1.9,2017-12,-107.587513|31.86673,12548,35029000400
ipp-non-chp,61156,"NMRD Data Center, LLC",61556,PNM,Public Service Company of New Mexico,OP,10,2017-12,-106.762|34.831,12470,35061971400
ipp-non-chp,61156,"NMRD Data Center, LLC",61557,PNM,Public Service Company of New Mexico,OP,10,2018-02,-106.865|35.08,12398,35001940600
ipp-non-chp,61156,"NMRD Data Center, LLC",61558,PNM,Public Service Company of New Mexico,OP,10,2018-04,-106.865|35.075,12398,35001940600
ipp-non-chp,60520,SoCore Energy LLC,61662,PNM,Public Service Company of New Mexico,OP,3,2018-03,-105.747825|33.610306,12108,35027960200
ipp-non-chp,60584,Onyx Asset Services Group,61681,SWPP,Southwest Power Pool,OP,5,2017-11,-103.371284|32.978636,12411,35025001100
ipp-non-chp,61685,"Syncarpha Eagle Nest I, LLC",62149,PNM,Public Service Company of New Mexico,OP,1,2018-11,-105.2772|36.544166,12087,35007950700
ipp-non-chp,61724,New Mexico Renewable Development LLC,62191,PNM,Public Service Company of New Mexico,OP,2,2018-10,-106.051092|34.783205,12507,35057963600
ipp-non-chp,60531,Standard Solar,62406,PNM,Public Service Company of New Mexico,OP,8,2018-05,-108.778791|35.52236,12435,35031945200
electric-utility,59300,PNM Resources,62467,PNM,Public Service Company of New Mexico,OP,10,2019-03,-106.655|34.741,12387,35061970302
electric-utility,59300,PNM Resources,62597,PNM,Public Service Company of New Mexico,OP,10,2019-06,-106.688|34.692,12387,35061970302
ipp-non-chp,62655,RC Energy AA LLC,62756,PNM,Public Service Company of New Mexico,OP,1,2011-01,-106.547222|35.152721,12531,35001003715
ipp-non-chp,62842,"Lightsource Renewable Energy Asset Management, LLC",62994,PNM,Public Service Company of New Mexico,OP,2.4,2019-12,-107.946|35.24,12193,35006974700
ipp-non-chp,62842,"Lightsource Renewable Energy Asset Management, LLC",62995,PNM,Public Service Company of New Mexico,OP,4.5,2019-12,-107.821|35.14,12328,35006974201
electric-utility,59300,PNM Resources,63081,PNM,Public Service Company of New Mexico,OP,10,2019-09,-105.1784|35.63457,12162,35047957500
electric-utility,59300,PNM Resources,63082,PNM,Public Service Company of New Mexico,OP,10,2019-10,-105.1732|35.63471,12162,35047957500
ipp-non-chp,62905,"Syncarpha Taos I, LLC",63123,PNM,Public Service Company of New Mexico,OP,3.1,2020-05,-105.660152|36.371326,12422,35055952600
ipp-non-chp,62904,"Syncarpha El Rito I, LLC",63124,PNM,Public Service Company of New Mexico,OP,1.6,2019-12,-106.190105|36.331724,12083,35039000400
ipp-non-chp,62906,"Syncarpha Questa I, LLC",63125,PNM,Public Service Company of New Mexico,OP,1.6,2020-01,-105.588421|36.810668,12106,35055952300
electric-utility,59300,PNM Resources,63184,PNM,Public Service Company of New Mexico,OP,10,2019-12,-106.48237|35.10476,12377,35001000112
ipp-non-chp,61724,New Mexico Renewable Development LLC,63391,PNM,Public Service Company of New Mexico,OP,1.2,2019-09,-106.806583|35.179889,12398,35001940600
ipp-non-chp,63213,Jemez Cuba LLC,63477,PNM,Public Service Company of New Mexico,OP,2.4,2020-02,-106.040879|36.091143,12249,35039000200
ipp-non-chp,61156,"NMRD Data Center, LLC",63579,PNM,Public Service Company of New Mexico,OP,50,2019-12,-106.098|35.016,12425,35057963201
ipp-non-chp,61156,"NMRD Data Center, LLC",63860,PNM,Public Service Company of New Mexico,OP,55,2020-07,-106.858|35.354,12201,35043010900
ipp-non-chp,50131,Enel Stillwater LLC,50765,NEVP,Nevada Power Company,OP,22,2012-04,-118.555613|39.547537,11521,32001950100
industrial-non-chp,55710,Barrick Goldstrike Mines Inc,56500,NEVP,Nevada Power Company,OP,1,2007-12,-119.5108|39.5603,11751,32029970200
commercial-non-chp,56203,Solar Star NAFB LLC,56568,NEVP,Nevada Power Company,OP,14,2007-10,-115.0544|36.260278,12010,32003006001
ipp-non-chp,57036,Copper Mountain 1 LLC,56944,CISO,California Independent System Operator,OP,10,2008-12,-114.9933|35.7881,11561,32003005703
ipp-non-chp,57036,Copper Mountain 1 LLC,57205,CISO,California Independent System Operator,OP,48,2010-06,-114.9933|35.7814,11561,32003005703
ipp-non-chp,58720,Enbridge,57442,NEVP,Nevada Power Company,OP,52,2012-05,-115.35028|35.793056,11642,32003005827
ipp-non-chp,59745,First Solar Asset Management,57859,NEVP,Nevada Power Company,OP,250,2016-12,-114.770308|36.52995,11778,32003005902
ipp-non-chp,57391,"Copper Mountain Solar 2, LLC",58017,CISO,California Independent System Operator,OP,154,2012-10,-114.962778|35.786389,11561,32003005703
ipp-non-chp,58245,"Patua Acquisition Company, LLC",58319,NEVP,Nevada Power Company,OP,10.6,2017-07,-119.073056|39.585833,11627,32001950600
ipp-non-chp,58464,City of Las Vegas,58477,NEVP,Nevada Power Company,OP,3.3,2013-05,-115.035278|36.134444,12003,32003005013
ipp-non-chp,17650,Southern Power Co,58489,NEVP,Nevada Power Company,OP,20,2012-07,-114.97|36.39,11778,32003005902
ipp-non-chp,17650,Southern Power Co,58490,NEVP,Nevada Power Company,OP,30,2013-09,-114.87|36.23,11432,32003005613
ipp-non-chp,58515,NextEra Energy Mountain View Solar,58544,NEVP,Nevada Power Company,OP,20,2014-01,-114.964444|36.390556,11778,32003005902
ipp-non-chp,59363,"Silver State Solar Power South, LLC",58644,CISO,California Independent System Operator,OP,260.1,2015-11,-115.32|35.63,11561,32003005703
ipp-non-chp,17650,Southern Power Co,58646,CISO,California Independent System Operator,OP,299.5,2015-12,-115.4|35.6,2452,06071010300
ipp-non-chp,58790,"Copper Mountain Solar 3, LLC",58915,LDWP,Los Angeles Department of Water and Power,OP,255,2014-05,-114.957912|35.889419,11906,32003005711
ipp-non-chp,59175,Searchlight Solar LLC,59404,NEVP,Nevada Power Company,OP,17.5,2014-12,-114.936111|35.479722,11561,32003005703
ipp-non-chp,59208,NRG Solar Las Vegas MB-1,59430,NEVP,Nevada Power Company,OP,5,2015-02,-115.177778|36.088611,11689,32003006800
commercial-non-chp,57369,"Apple, Inc",59472,NEVP,Nevada Power Company,OP,19.9,2015-05,-119.14|39.128056,12052,32019960900
ipp-non-chp,59514,"River Mountains Solar, LLC",59747,NEVP,Nevada Power Company,OP,14.4,2016-01,-114.929399|36.031616,11798,32003005435
ipp-non-chp,59595,"Copper Mountain Solar 4, LLC",59814,CISO,California Independent System Operator,OP,93.6,2016-10,-114.975375|35.78222,11561,32003005703
ipp-non-chp,61785,EDP Renewables North America LLC,59826,CISO,California Independent System Operator,OP,103.5,2019-12,-116.497|36.518,11713,32023960300
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",59827,NEVP,Nevada Power Company,OP,79,2017-10,-114.908|36.408,11778,32003005902
electric-utility,13407,Nevada Power Co,59919,NEVP,Nevada Power Company,OP,15,2015-11,-115.047703|36.206672,11650,32003007800
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",60261,NEVP,Nevada Power Company,OP,100,2017-08,-114.908|36.408,11778,32003005902
ipp-non-chp,60145,NRG Solar Las Vegas MB 2,60350,NEVP,Nevada Power Company,OP,1.9,2016-07,-115.175381|36.087426,11689,32003006800
ipp-non-chp,17650,Southern Power Co,60352,NEVP,Nevada Power Company,OP,100,2016-12,-114.97|35.348,11561,32003005703
ipp-non-chp,60472,Tungsten Mountain,60785,NEVP,Nevada Power Company,OP,7.3,2019-07,-117.693658|39.667002,11521,32001950100
ipp-non-chp,60639,AEP Renewables,60885,NEVP,Nevada Power Company,OP,50,2017-01,-114.944|35.85,11906,32003005711
ipp-non-chp,59050,Algonquin Power Co,61084,NEVP,Nevada Power Company,OP,50,2017-02,-118.19156|38.546947,11516,32021970800
commercial-non-chp,57389,IKEA Property Inc,61193,NEVP,Nevada Power Company,OP,1,2016-05,-115.280825|36.068926,11647,32003005854
ipp-non-chp,61532,Techren Solar I LLC,61611,NEVP,Nevada Power Company,OP,100,2019-03,-114.974386|35.851336,11906,32003005711
ipp-non-chp,61435,"EGP Stillwater Solar PV II, LLC",61809,NEVP,Nevada Power Company,OP,20,2018-06,-118.560147|39.542041,11521,32001950100
ipp-non-chp,61442,Dignity - Siena Campus,61825,NEVP,Nevada Power Company,OP,1.4,2018-05,-115.115305|36.004293,12049,32003005346
ipp-non-chp,61481,Dignity - San Martin,61862,NEVP,Nevada Power Company,OP,1.7,2018-05,-115.272131|36.057181,11945,32003002976
ipp-non-chp,61533,Techren Solar II LLC,61930,NEVP,Nevada Power Company,OP,200,2019-10,-114.956428|35.867258,11906,32003005711
ipp-non-chp,61534,Techren Solar III LLC,61931,NEVP,Nevada Power Company,OP,25,2020-10,-114.9713|35.844106,11906,32003005711
ipp-non-chp,61535,Techren Solar IV LLC,61932,NEVP,Nevada Power Company,OP,25,2020-10,-114.936525|35.892658,11906,32003005711
ipp-non-chp,61954,Techren Solar V LLC,62440,NEVP,Nevada Power Company,OP,50,2020-12,-114.92625|35.899694,11906,32003005711
ipp-non-chp,61494,Radian Generation,62636,NEVP,Nevada Power Company,OP,15,2017-02,-115.972329|36.275051,11772,32023960401
electric-utility,57222,Liberty Utilities (CalPeco Electric) LLC,62980,NEVP,Nevada Power Company,OP,10,2019-11,-119.52|39.59,11489,32031003501
ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,63906,NEVP,Nevada Power Company,OP,60,2020-12,-119.5242|39.57395,11489,32031003501
industrial-non-chp,60947,Tesla Inc.,64098,NEVP,Nevada Power Company,OP,0.9,2019-07,-119.439158|39.539511,11751,32029970200
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",57372,PGE,Portland General Electric Company,OP,1.6,2011-10,-123.234722|45.112222,12946,41071031000
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",57652,PGE,Portland General Electric Company,OP,1,2011-10,-123.278611|45.108889,12721,41071030501
electric-utility,15248,Portland General Electric Co,57882,PGE,Portland General Electric Company,OP,1.7,2012-01,-122.771667|45.269444,13068,41005022800
ipp-non-chp,58083,"Outback Solar, LLC",58131,BPAT,Bonneville Power Administration,OP,4.4,2012-10,-120.49|43.236944,12626,41037960100
electric-utility,14354,PacifiCorp,58150,PACW,PacifiCorp - West,OP,2,2012-10,-120.362631|42.17505,12745,41037960200
ipp-non-chp,60947,Tesla Inc.,58961,PACW,PacifiCorp - West,OP,2,2014-01,-121.785|42.254167,13185,41035972000
ipp-non-chp,59143,Old Mill Solar,59374,PACW,PacifiCorp - West,OP,5,2015-12,-121.046389|42.203333,12788,41035970500
ipp-non-chp,60947,Tesla Inc.,59790,PACW,PacifiCorp - West,OP,1.2,2014-03,-123.31695|44.573484,12883,41003000900
ipp-non-chp,59788,Steel Bridge Solar. LLC,60057,PGE,Portland General Electric Company,OP,2.3,2016-02,-123.47|45.068,13021,41053020400
ipp-non-chp,60947,Tesla Inc.,60112,PACW,PacifiCorp - West,OP,1.4,2016-07,-122.66317|45.528457,12862,41051002303
ipp-non-chp,58695,Coronal Development Services,60330,IPCO,Idaho Power Company,OP,6,2016-09,-117.381214|43.936687,12572,41045970600
ipp-non-chp,61060,Cypress Creek Renewables,60331,IPCO,Idaho Power Company,OP,9,2016-10,-117.000071|44.151256,12679,41045970900
ipp-non-chp,58695,Coronal Development Services,60332,IPCO,Idaho Power Company,OP,10,2016-09,-117.065311|43.796766,12678,41045970700
ipp-non-chp,61060,Cypress Creek Renewables,60333,IPCO,Idaho Power Company,OP,4.5,2016-11,-117.10118|43.998019,13056,41045970200
ipp-non-chp,61060,Cypress Creek Renewables,60334,IPCO,Idaho Power Company,OP,10,2016-11,-116.987626|43.93097,13305,41045970500
ipp-non-chp,61060,Cypress Creek Renewables,60335,IPCO,Idaho Power Company,OP,10,2016-11,-117.25806|43.965031,12572,41045970600
ipp-non-chp,61060,Cypress Creek Renewables,60548,PACW,PacifiCorp - West,OP,9.9,2016-12,-121.22838|44.06803,13005,41017001200
ipp-non-chp,60358,BC Solar,60616,PACW,PacifiCorp - West,OP,8,2016-11,-120.3598|42.175,12745,41037960200
ipp-non-chp,60610,"OSLH, LLC",60976,PACW,PacifiCorp - West,OP,9.9,2016-12,-121.228|44.061,12932,41017001901
ipp-non-chp,15399,Avangrid Renewables LLC,61048,BPAT,Bonneville Power Administration,OP,56.3,2017-10,-120.918|44.1843,12994,41013950300
ipp-non-chp,63757,"OR Solar 2, LLC",61200,PACW,PacifiCorp - West,OP,10,2020-10,-122.781338|42.542084,12731,41029002700
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61201,PACW,PacifiCorp - West,OP,10,2017-12,-121.418873|42.022336,12743,41035970600
ipp-non-chp,60888,"GCL New Energy, Inc.",61281,PACW,PacifiCorp - West,OP,10,2018-09,-121.237203|44.060814,12932,41017001901
ipp-non-chp,60978,"SP Solar 5, LLC",61338,PGE,Portland General Electric Company,OP,2.2,2017-12,-123.13633|45.16964,13219,41071030900
ipp-non-chp,15399,Avangrid Renewables LLC,61345,AVRN,Avangrid Renewables LLC,OP,10,2018-08,-120.59994|45.5846,12777,41055950100
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61423,PACW,PacifiCorp - West,OP,8,2018-01,-121.611565|42.030332,13331,41035970700
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61424,PACW,PacifiCorp - West,OP,10,2018-03,-121.585833|42.238888,12737,41035970400
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61430,PACW,PacifiCorp - West,OP,10,2017-12,-120.367807|42.208988,12745,41037960200
ipp-non-chp,60888,"GCL New Energy, Inc.",61496,PACW,PacifiCorp - West,OP,10,2018-07,-121.122|44.675,13173,41031960202
ipp-non-chp,60888,"GCL New Energy, Inc.",61497,PACW,PacifiCorp - West,OP,10,2018-08,-121.205|44.618,12733,41031960302
ipp-non-chp,60609,"Clean Focus Renewables, Inc.",61553,PACW,PacifiCorp - West,OP,2.9,2017-12,-121.764|42.183,13382,41035971500
ipp-non-chp,61160,"Woodline Solar, LLC",61559,PACW,PacifiCorp - West,OP,8,2017-12,-121.57766|42.236443,12737,41035970400
ipp-non-chp,61161,"Norwest Energy 7, LLC",61560,PACW,PacifiCorp - West,OP,9.9,2017-12,-122.82917|42.400814,12915,41029001301
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61580,PACW,PacifiCorp - West,OP,9.9,2017-12,-121.233106|44.192575,13020,41017001002
ipp-non-chp,59462,"Heelstone Energy Holdings, LLC",61631,PACW,PacifiCorp - West,OP,9.9,2018-01,-121.861248|42.610732,12736,41035970200
ipp-non-chp,61451,"SP Solar 7, LLC",61827,PGE,Portland General Electric Company,OP,2.2,2017-12,-123.135|45.17,13219,41071030900
ipp-non-chp,61450,"SP Solar 8, LLC",61828,PGE,Portland General Electric Company,OP,2.2,2017-12,-123.094|45.033,12864,41053005300
ipp-non-chp,61449,"Silverton Solar, LLC",61829,PGE,Portland General Electric Company,OP,2.2,2017-12,-122.807|45.014,12881,41047010503
ipp-non-chp,61448,"Sheep Solar, LLC",61830,PGE,Portland General Electric Company,OP,2.2,2017-12,-122.949|44.826,13130,41047002700
ipp-non-chp,61445,"SP Solar 6, LLC",61831,PGE,Portland General Electric Company,OP,2.2,2017-12,-122.473|45.17,12953,41005024100
ipp-non-chp,61447,"SP Solar 1, LLC",61832,PGE,Portland General Electric Company,OP,2.2,2017-12,-122.899|45.129,13175,41047010303
ipp-non-chp,61454,"NorWest Energy 14, LLC",61835,PGE,Portland General Electric Company,OP,2.2,2017-12,-123.61|45.054,13021,41053020400
ipp-non-chp,60496,"Adapture Renewables, Inc.",61844,IPCO,Idaho Power Company,OP,2.8,2020-01,-118.204075|44.465334,12767,41001950100
ipp-non-chp,60496,"Adapture Renewables, Inc.",61854,IPCO,Idaho Power Company,OP,15,2020-02,-117.763482|44.702418,12628,41001950300
ipp-non-chp,60496,"Adapture Renewables, Inc.",61855,IPCO,Idaho Power Company,OP,3,2020-05,-117.07478|43.951376,13305,41045970500
ipp-non-chp,60496,"Adapture Renewables, Inc.",61856,IPCO,Idaho Power Company,OP,3,2020-08,-117.44434|44.157874,12679,41045970900
ipp-non-chp,60496,"Adapture Renewables, Inc.",61860,IPCO,Idaho Power Company,OP,3,2020-05,-117.028093|44.112841,12679,41045970900
ipp-non-chp,61705,Boring Solar LLC,62169,PGE,Portland General Electric Company,OP,2.2,2019-04,-122.285|45.431,13279,41005023401
ipp-non-chp,61703,Ballston Solar LLC,62170,PGE,Portland General Electric Company,OP,2.2,2018-12,-123.395|45.077,12721,41071030501
ipp-non-chp,61704,Labish Solar LLC,62171,PGE,Portland General Electric Company,OP,2.2,2018-12,-122.922|45.023,13389,41047002502
ipp-non-chp,61494,Radian Generation,62241,PACW,PacifiCorp - West,OP,8,2018-09,-119.343|45.917,13178,41059950900
ipp-non-chp,61494,Radian Generation,62268,PACW,PacifiCorp - West,OP,5.6,2019-01,-121.614|42.695,12736,41035970200
ipp-non-chp,60888,"GCL New Energy, Inc.",62272,PACW,PacifiCorp - West,OP,8,2018-12,-121.024494|42.392193,12788,41035970500
ipp-non-chp,62051,Airport Solar LLC,62560,PACW,PacifiCorp - West,OP,47.3,2019-12,-120.402317|42.170176,12745,41037960200
ipp-non-chp,62989,Rafael Solar LLC,63206,PGE,Portland General Electric Company,OP,2.2,2019-10,-123.007913|44.859838,13130,41047002700
ipp-non-chp,62990,Case Creek Solar LLC,63207,PGE,Portland General Electric Company,OP,2.2,2019-10,-122.912|45.172,13175,41047010303
ipp-non-chp,62991,Kale Patch Solar LLC,63208,PGE,Portland General Electric Company,OP,2.2,2019-10,-122.904|45.083,13175,41047010303
ipp-non-chp,62992,O'Neill Creek Solar LLC,63235,PGE,Portland General Electric Company,OP,2.2,2019-11,-123.129|45.472,12616,41067033000
ipp-non-chp,63065,SOLV Inc.,63301,PACW,PacifiCorp - West,OP,10,2019-12,-120.4|42.16,12745,41037960200
ipp-non-chp,62627,Alchemy Renewable Energy,63330,PGE,Portland General Electric Company,OP,10,2020-02,-122.35|45.35,12999,41005023500
ipp-non-chp,62627,Alchemy Renewable Energy,63331,PGE,Portland General Electric Company,OP,10,2020-02,-122.25|45.35,12999,41005023500
ipp-non-chp,63121,"Starvation Solar I, LLC",63344,BPAT,Bonneville Power Administration,OP,9.9,2019-12,-119.14852|43.50222,13274,41025960200
ipp-non-chp,63185,Neighborhood Power Corp.,63442,PGE,Portland General Electric Company,OP,1.9,2019-12,-122.265|45.375,12999,41005023500
ipp-non-chp,63185,Neighborhood Power Corp.,63443,PGE,Portland General Electric Company,OP,2.2,2019-11,-122.619475|45.131407,13007,41005023800
ipp-non-chp,63185,Neighborhood Power Corp.,63456,PGE,Portland General Electric Company,OP,2.2,2020-03,-122.9361|45.11994,13175,41047010303
ipp-non-chp,63202,"Pika Solar, LLC",63462,PGE,Portland General Electric Company,OP,2.2,2020-12,-122.7705|45.089244,13140,41047010400
