date,balancing_authority_code,Clear,Light,Medium,Heavy
20190606,BANC,1,0,0,0
20190606,BPAT,1,0,0,0
20190606,CISO,1,0,0,0
20190606,EPE,1,0,0,0
20190606,ERCO,1,0,0,0
20190606,IID,1,0,0,0
20190606,IPCO,1,0,0,0
20190606,LDWP,1,0,0,0
20190606,NEVP,1,0,0,0
20190606,NWMT,1,0,0,0
20190606,PACE,1,0,0,0
20190606,PACW,1,0,0,0
20190606,PGE,1,0,0,0
20190606,PNM,1,0,0,0
20190606,PSCO,1,0,0,0
20190606,PSEI,1,0,0,0
20190606,SRP,1,0,0,0
20190606,SWPP,1,0,0,0
20190606,TEPC,1,0,0,0
20190606,WACM,1,0,0,0
20190606,WALC,1,0,0,0
20190607,AVA,1,0,0,0
20190607,AVRN,1,0,0,0
20190607,AZPS,0,1,0,0
20190607,BANC,1,0,0,0
20190607,BPAT,1,0,0,0
20190607,CISO,1,0,0,0
20190607,EPE,1,0,0,0
20190607,ERCO,1,0,0,0
20190607,IID,1,0,0,0
20190607,IPCO,1,0,0,0
20190607,LDWP,1,0,0,0
20190607,NEVP,1,0,0,0
20190607,NWMT,1,0,0,0
20190607,PACE,1,0,0,0
20190607,PACW,1,0,0,0
20190607,PGE,1,0,0,0
20190607,PNM,1,0,0,0
20190607,PSCO,1,0,0,0
20190607,PSEI,1,0,0,0
20190607,SRP,0,1,0,0
20190607,SWPP,1,0,0,0
20190607,TEPC,0,1,0,0
20190607,WACM,1,0,0,0
20190607,WALC,0,1,1,0
20190608,AVA,1,0,0,0
20190608,AVRN,1,0,0,0
20190608,AZPS,1,0,0,0
20190608,BANC,1,0,0,0
20190608,BPAT,1,0,0,0
20190608,CISO,1,0,0,0
20190608,EPE,0,1,0,0
20190608,ERCO,1,0,0,0
20190608,IID,1,0,0,0
20190608,IPCO,1,0,0,0
20190608,LDWP,1,0,0,0
20190608,NEVP,1,0,0,0
20190608,NWMT,1,0,0,0
20190608,PACE,1,0,0,0
20190608,PACW,1,0,0,0
20190608,PGE,1,0,0,0
20190608,PNM,0,1,0,0
20190608,PSCO,1,0,0,0
20190608,PSEI,1,0,0,0
20190608,SRP,0,1,0,0
20190608,SWPP,0,1,0,0
20190608,TEPC,0,1,0,0
20190608,WACM,1,0,0,0
20190608,WALC,0,1,1,0
20190609,AVA,1,0,0,0
20190609,AVRN,1,0,0,0
20190609,AZPS,1,0,0,0
20190609,BANC,1,0,0,0
20190609,BPAT,1,0,0,0
20190609,CISO,1,0,0,0
20190609,EPE,1,0,0,0
20190609,ERCO,1,0,0,0
20190609,IID,1,0,0,0
20190609,IPCO,1,0,0,0
20190609,LDWP,1,0,0,0
20190609,NEVP,1,0,0,0
20190609,NWMT,1,0,0,0
20190609,PACE,1,0,0,0
20190609,PACW,1,0,0,0
20190609,PGE,1,0,0,0
20190609,PNM,0,1,0,0
20190609,PSCO,1,0,0,0
20190609,PSEI,1,0,0,0
20190609,SRP,0,1,0,0
20190609,SWPP,1,0,0,0
20190609,TEPC,0,1,0,0
20190609,WACM,1,0,0,0
20190609,WALC,0,1,1,0
20190610,AVA,1,0,0,0
20190610,AVRN,1,0,0,0
20190610,AZPS,1,0,0,0
20190610,BANC,1,0,0,0
20190610,BPAT,1,0,0,0
20190610,CISO,1,0,0,0
20190610,EPE,1,0,0,0
20190610,ERCO,1,0,0,0
20190610,IID,1,0,0,0
20190610,IPCO,1,0,0,0
20190610,LDWP,1,0,0,0
20190610,NEVP,1,0,0,0
20190610,NWMT,1,0,0,0
20190610,PACE,1,0,0,0
20190610,PACW,1,0,0,0
20190610,PGE,1,0,0,0
20190610,PNM,1,0,0,0
20190610,PSCO,1,0,0,0
20190610,PSEI,1,0,0,0
20190610,SRP,1,0,0,0
20190610,SWPP,1,0,0,0
20190610,TEPC,1,0,0,0
20190610,WACM,1,0,0,0
20190610,WALC,1,0,0,0
20190611,AVA,1,0,0,0
20190611,AVRN,1,0,0,0
20190611,AZPS,1,0,0,0
20190611,BANC,1,0,0,0
20190611,BPAT,1,0,0,0
20190611,CISO,1,0,0,0
20190611,EPE,1,0,0,0
20190611,ERCO,1,0,0,0
20190611,IID,1,0,0,0
20190611,IPCO,1,0,0,0
20190611,LDWP,1,0,0,0
20190611,NEVP,1,0,0,0
20190611,NWMT,1,0,0,0
20190611,PACE,1,0,0,0
20190611,PACW,1,0,0,0
20190611,PGE,1,0,0,0
20190611,PNM,1,0,0,0
20190611,PSCO,1,0,0,0
20190611,PSEI,1,0,0,0
20190611,SRP,1,0,0,0
20190611,SWPP,1,0,0,0
20190611,TEPC,1,0,0,0
20190611,WACM,1,0,0,0
20190611,WALC,1,0,0,0
20190612,AVA,1,0,0,0
20190612,AVRN,1,0,0,0
20190612,AZPS,1,0,0,0
20190612,BANC,1,0,0,0
20190612,BPAT,1,0,0,0
20190612,CISO,1,0,0,0
20190612,EPE,1,0,0,0
20190612,ERCO,1,0,0,0
20190612,IID,1,0,0,0
20190612,IPCO,1,0,0,0
20190612,LDWP,1,0,0,0
20190612,NEVP,1,0,0,0
20190612,NWMT,1,0,0,0
20190612,PACE,1,0,0,0
20190612,PACW,1,0,0,0
20190612,PGE,1,0,0,0
20190612,PNM,1,0,0,0
20190612,PSCO,1,0,0,0
20190612,PSEI,1,0,0,0
20190612,SRP,0,1,0,0
20190612,SWPP,1,0,0,0
20190612,TEPC,1,0,0,0
20190612,WACM,1,0,0,0
20190612,WALC,0,1,0,0
20190613,AVA,1,0,0,0
20190613,AVRN,1,0,0,0
20190613,AZPS,0,1,0,0
20190613,BANC,1,0,0,0
20190613,BPAT,1,0,0,0
20190613,CISO,1,0,0,0
20190613,EPE,1,0,0,0
20190613,ERCO,1,0,0,0
20190613,IID,1,0,0,0
20190613,IPCO,1,0,0,0
20190613,LDWP,1,0,0,0
20190613,NEVP,1,0,0,0
20190613,NWMT,1,0,0,0
20190613,PACE,1,0,0,0
20190613,PACW,1,0,0,0
20190613,PGE,1,0,0,0
20190613,PNM,0,1,0,0
20190613,PSCO,1,0,0,0
20190613,PSEI,1,0,0,0
20190613,SRP,0,1,0,0
20190613,SWPP,1,0,0,0
20190613,TEPC,0,1,0,0
20190613,WACM,1,0,0,0
20190613,WALC,0,1,0,0
20190614,AVA,1,0,0,0
20190614,AVRN,1,0,0,0
20190614,AZPS,1,0,0,0
20190614,BANC,1,0,0,0
20190614,BPAT,1,0,0,0
20190614,CISO,1,0,0,0
20190614,EPE,0,1,0,0
20190614,ERCO,0,1,0,0
20190614,IID,1,0,0,0
20190614,IPCO,1,0,0,0
20190614,LDWP,1,0,0,0
20190614,NEVP,1,0,0,0
20190614,NWMT,1,0,0,0
20190614,PACE,1,0,0,0
20190614,PACW,1,0,0,0
20190614,PGE,1,0,0,0
20190614,PNM,1,0,0,0
20190614,PSCO,1,0,0,0
20190614,PSEI,1,0,0,0
20190614,SRP,1,0,0,0
20190614,SWPP,1,0,0,0
20190614,TEPC,1,0,0,0
20190614,WACM,1,0,0,0
20190614,WALC,1,0,0,0
20190615,AVA,1,0,0,0
20190615,AVRN,1,0,0,0
20190615,AZPS,1,0,0,0
20190615,BANC,1,0,0,0
20190615,BPAT,1,0,0,0
20190615,CISO,1,0,0,0
20190615,EPE,0,1,0,0
20190615,ERCO,0,1,0,0
20190615,IID,1,0,0,0
20190615,IPCO,1,0,0,0
20190615,LDWP,1,0,0,0
20190615,NEVP,1,0,0,0
20190615,NWMT,1,0,0,0
20190615,PACE,1,0,0,0
20190615,PACW,1,0,0,0
20190615,PGE,1,0,0,0
20190615,PNM,0,1,0,0
20190615,PSCO,1,0,0,0
20190615,PSEI,1,0,0,0
20190615,SRP,1,0,0,0
20190615,SWPP,0,1,1,0
20190615,TEPC,0,1,0,0
20190615,WACM,1,0,0,0
20190615,WALC,0,1,0,0
20190616,AVA,1,0,0,0
20190616,AVRN,1,0,0,0
20190616,AZPS,1,0,0,0
20190616,BANC,1,0,0,0
20190616,BPAT,1,0,0,0
20190616,CISO,1,0,0,0
20190616,EPE,1,0,0,0
20190616,ERCO,1,0,0,0
20190616,IID,1,0,0,0
20190616,IPCO,1,0,0,0
20190616,LDWP,1,0,0,0
20190616,NEVP,1,0,0,0
20190616,NWMT,1,0,0,0
20190616,PACE,1,0,0,0
20190616,PACW,1,0,0,0
20190616,PGE,1,0,0,0
20190616,PNM,1,0,0,0
20190616,PSCO,1,0,0,0
20190616,PSEI,1,0,0,0
20190616,SRP,1,0,0,0
20190616,SWPP,1,0,0,0
20190616,TEPC,1,0,0,0
20190616,WACM,1,0,0,0
20190616,WALC,1,0,0,0
20190617,AVA,1,0,0,0
20190617,AVRN,1,0,0,0
20190617,AZPS,1,0,0,0
20190617,BANC,1,0,0,0
20190617,BPAT,1,0,0,0
20190617,CISO,1,0,0,0
20190617,EPE,1,0,0,0
20190617,ERCO,1,0,0,0
20190617,IID,1,0,0,0
20190617,IPCO,1,0,0,0
20190617,LDWP,1,0,0,0
20190617,NEVP,1,0,0,0
20190617,NWMT,1,0,0,0
20190617,PACE,1,0,0,0
20190617,PACW,1,0,0,0
20190617,PGE,1,0,0,0
20190617,PNM,1,0,0,0
20190617,PSCO,1,0,0,0
20190617,PSEI,1,0,0,0
20190617,SRP,1,0,0,0
20190617,SWPP,1,0,0,0
20190617,TEPC,1,0,0,0
20190617,WACM,1,0,0,0
20190617,WALC,1,0,0,0
20190618,AVA,1,0,0,0
20190618,AVRN,1,0,0,0
20190618,AZPS,1,0,0,0
20190618,BANC,1,0,0,0
20190618,BPAT,1,0,0,0
20190618,CISO,1,0,0,0
20190618,EPE,0,1,0,0
20190618,ERCO,1,0,0,0
20190618,IID,1,0,0,0
20190618,IPCO,1,0,0,0
20190618,LDWP,1,0,0,0
20190618,NEVP,1,0,0,0
20190618,NWMT,1,0,0,0
20190618,PACE,1,0,0,0
20190618,PACW,1,0,0,0
20190618,PGE,1,0,0,0
20190618,PNM,0,1,0,0
20190618,PSCO,1,0,0,0
20190618,PSEI,1,0,0,0
20190618,SRP,0,1,0,0
20190618,SWPP,0,1,0,0
20190618,TEPC,0,1,0,0
20190618,WACM,1,0,0,0
20190618,WALC,0,1,0,0
20190619,AVA,1,0,0,0
20190619,AVRN,1,0,0,0
20190619,AZPS,0,1,0,0
20190619,BANC,1,0,0,0
20190619,BPAT,1,0,0,0
20190619,CISO,1,0,0,0
20190619,EPE,0,1,1,0
20190619,ERCO,1,0,0,0
20190619,IID,1,0,0,0
20190619,IPCO,1,0,0,0
20190619,LDWP,1,0,0,0
20190619,NEVP,1,0,0,0
20190619,NWMT,1,0,0,0
20190619,PACE,1,0,0,0
20190619,PACW,1,0,0,0
20190619,PGE,1,0,0,0
20190619,PNM,0,1,0,0
20190619,PSCO,1,0,0,0
20190619,PSEI,1,0,0,0
20190619,SRP,0,1,0,0
20190619,SWPP,0,1,1,0
20190619,TEPC,1,0,0,0
20190619,WACM,1,0,0,0
20190619,WALC,0,1,1,0
20190620,AVA,0,1,0,0
20190620,AVRN,0,1,0,0
20190620,AZPS,1,0,0,0
20190620,BANC,0,1,1,0
20190620,BPAT,0,1,0,0
20190620,CISO,1,0,0,0
20190620,EPE,1,0,0,0
20190620,ERCO,1,0,0,0
20190620,IID,1,0,0,0
20190620,IPCO,0,1,0,0
20190620,LDWP,1,0,0,0
20190620,NEVP,1,0,0,0
20190620,NWMT,0,1,1,0
20190620,PACE,1,0,0,0
20190620,PACW,0,1,1,0
20190620,PGE,0,1,0,0
20190620,PNM,0,1,1,0
20190620,PSCO,1,0,0,0
20190620,PSEI,0,1,0,0
20190620,SRP,1,0,0,0
20190620,SWPP,0,1,0,0
20190620,TEPC,1,0,0,0
20190620,WACM,1,0,0,0
20190620,WALC,1,0,0,0
20190621,AVA,0,1,0,0
20190621,AVRN,0,1,1,0
20190621,AZPS,1,0,0,0
20190621,BANC,0,1,0,0
20190621,BPAT,0,1,1,0
20190621,CISO,0,1,1,0
20190621,EPE,1,0,0,0
20190621,ERCO,1,0,0,0
20190621,IID,0,1,0,0
20190621,IPCO,0,1,0,0
20190621,LDWP,1,0,0,0
20190621,NEVP,0,1,1,1
20190621,NWMT,0,1,0,0
20190621,PACE,0,1,0,0
20190621,PACW,0,1,1,1
20190621,PGE,0,1,0,0
20190621,PNM,0,1,1,0
20190621,PSCO,1,0,0,0
20190621,PSEI,0,1,1,0
20190621,SRP,1,0,0,0
20190621,SWPP,0,1,0,0
20190621,TEPC,1,0,0,0
20190621,WACM,1,0,0,0
20190621,WALC,0,1,0,0
20190622,AVA,1,0,0,0
20190622,AVRN,1,0,0,0
20190622,AZPS,1,0,0,0
20190622,BANC,1,0,0,0
20190622,BPAT,1,0,0,0
20190622,CISO,1,0,0,0
20190622,EPE,1,0,0,0
20190622,ERCO,1,0,0,0
20190622,IID,1,0,0,0
20190622,IPCO,0,1,0,0
20190622,LDWP,1,0,0,0
20190622,NEVP,0,1,0,0
20190622,NWMT,1,0,0,0
20190622,PACE,0,1,0,0
20190622,PACW,1,0,0,0
20190622,PGE,1,0,0,0
20190622,PNM,0,1,0,0
20190622,PSCO,1,0,0,0
20190622,PSEI,1,0,0,0
20190622,SRP,1,0,0,0
20190622,SWPP,0,1,0,0
20190622,TEPC,1,0,0,0
20190622,WACM,1,0,0,0
20190622,WALC,0,1,0,0
20190623,AVA,1,0,0,0
20190623,AVRN,1,0,0,0
20190623,AZPS,1,0,0,0
20190623,BANC,1,0,0,0
20190623,BPAT,1,0,0,0
20190623,CISO,0,1,0,0
20190623,EPE,0,1,0,0
20190623,ERCO,1,0,0,0
20190623,IID,1,0,0,0
20190623,IPCO,1,0,0,0
20190623,LDWP,1,0,0,0
20190623,NEVP,1,0,0,0
20190623,NWMT,1,0,0,0
20190623,PACE,1,0,0,0
20190623,PACW,1,0,0,0
20190623,PGE,1,0,0,0
20190623,PNM,1,0,0,0
20190623,PSCO,1,0,0,0
20190623,PSEI,1,0,0,0
20190623,SRP,1,0,0,0
20190623,SWPP,0,1,0,0
20190623,TEPC,1,0,0,0
20190623,WACM,1,0,0,0
20190623,WALC,0,1,1,0
20190624,AVA,1,0,0,0
20190624,AVRN,1,0,0,0
20190624,AZPS,1,0,0,0
20190624,BANC,1,0,0,0
20190624,BPAT,1,0,0,0
20190624,CISO,1,0,0,0
20190624,EPE,1,0,0,0
20190624,ERCO,0,1,0,0
20190624,IID,1,0,0,0
20190624,IPCO,1,0,0,0
20190624,LDWP,1,0,0,0
20190624,NEVP,1,0,0,0
20190624,NWMT,1,0,0,0
20190624,PACE,1,0,0,0
20190624,PACW,1,0,0,0
20190624,PGE,1,0,0,0
20190624,PNM,0,1,0,0
20190624,PSCO,1,0,0,0
20190624,PSEI,1,0,0,0
20190624,SRP,1,0,0,0
20190624,SWPP,0,1,0,0
20190624,TEPC,1,0,0,0
20190624,WACM,1,0,0,0
20190624,WALC,0,1,1,0
20190625,AVA,1,0,0,0
20190625,AVRN,1,0,0,0
20190625,AZPS,1,0,0,0
20190625,BANC,1,0,0,0
20190625,BPAT,1,0,0,0
20190625,CISO,1,0,0,0
20190625,EPE,0,1,0,0
20190625,ERCO,1,0,0,0
20190625,IID,1,0,0,0
20190625,IPCO,1,0,0,0
20190625,LDWP,1,0,0,0
20190625,NEVP,1,0,0,0
20190625,NWMT,1,0,0,0
20190625,PACE,1,0,0,0
20190625,PACW,1,0,0,0
20190625,PGE,1,0,0,0
20190625,PNM,0,1,0,0
20190625,PSCO,1,0,0,0
20190625,PSEI,1,0,0,0
20190625,SRP,1,0,0,0
20190625,SWPP,0,1,0,0
20190625,TEPC,1,0,0,0
20190625,WACM,1,0,0,0
20190625,WALC,0,1,0,0
20190626,AVA,1,0,0,0
20190626,AVRN,1,0,0,0
20190626,AZPS,1,0,0,0
20190626,BANC,1,0,0,0
20190626,BPAT,1,0,0,0
20190626,CISO,1,0,0,0
20190626,EPE,1,0,0,0
20190626,ERCO,1,0,0,0
20190626,IID,1,0,0,0
20190626,IPCO,1,0,0,0
20190626,LDWP,1,0,0,0
20190626,NEVP,1,0,0,0
20190626,NWMT,1,0,0,0
20190626,PACE,1,0,0,0
20190626,PACW,1,0,0,0
20190626,PGE,1,0,0,0
20190626,PNM,1,0,0,0
20190626,PSCO,1,0,0,0
20190626,PSEI,1,0,0,0
20190626,SRP,1,0,0,0
20190626,SWPP,1,0,0,0
20190626,TEPC,1,0,0,0
20190626,WACM,1,0,0,0
20190626,WALC,1,0,0,0
20190627,AVA,1,0,0,0
20190627,AVRN,1,0,0,0
20190627,AZPS,1,0,0,0
20190627,BANC,1,0,0,0
20190627,BPAT,1,0,0,0
20190627,CISO,1,0,0,0
20190627,EPE,1,0,0,0
20190627,ERCO,1,0,0,0
20190627,IID,1,0,0,0
20190627,IPCO,1,0,0,0
20190627,LDWP,1,0,0,0
20190627,NEVP,1,0,0,0
20190627,NWMT,1,0,0,0
20190627,PACE,1,0,0,0
20190627,PACW,1,0,0,0
20190627,PGE,1,0,0,0
20190627,PNM,1,0,0,0
20190627,PSCO,1,0,0,0
20190627,PSEI,1,0,0,0
20190627,SRP,1,0,0,0
20190627,SWPP,1,0,0,0
20190627,TEPC,1,0,0,0
20190627,WACM,1,0,0,0
20190627,WALC,1,0,0,0
20190628,AVA,1,0,0,0
20190628,AVRN,1,0,0,0
20190628,AZPS,1,0,0,0
20190628,BANC,1,0,0,0
20190628,BPAT,1,0,0,0
20190628,CISO,1,0,0,0
20190628,EPE,1,0,0,0
20190628,ERCO,1,0,0,0
20190628,IID,1,0,0,0
20190628,IPCO,1,0,0,0
20190628,LDWP,1,0,0,0
20190628,NEVP,1,0,0,0
20190628,NWMT,1,0,0,0
20190628,PACE,1,0,0,0
20190628,PACW,1,0,0,0
20190628,PGE,1,0,0,0
20190628,PNM,1,0,0,0
20190628,PSCO,1,0,0,0
20190628,PSEI,1,0,0,0
20190628,SRP,1,0,0,0
20190628,SWPP,1,0,0,0
20190628,TEPC,1,0,0,0
20190628,WACM,1,0,0,0
20190628,WALC,1,0,0,0
20190629,AVA,0,1,0,0
20190629,AVRN,0,1,0,0
20190629,AZPS,1,0,0,0
20190629,BANC,1,0,0,0
20190629,BPAT,1,0,0,0
20190629,CISO,1,0,0,0
20190629,EPE,1,0,0,0
20190629,ERCO,1,0,0,0
20190629,IID,1,0,0,0
20190629,IPCO,1,0,0,0
20190629,LDWP,1,0,0,0
20190629,NEVP,1,0,0,0
20190629,NWMT,1,0,0,0
20190629,PACE,1,0,0,0
20190629,PACW,1,0,0,0
20190629,PGE,0,1,0,0
20190629,PNM,1,0,0,0
20190629,PSCO,1,0,0,0
20190629,PSEI,0,1,0,0
20190629,SRP,1,0,0,0
20190629,SWPP,1,0,0,0
20190629,TEPC,1,0,0,0
20190629,WACM,1,0,0,0
20190629,WALC,1,0,0,0
20190630,AVA,0,1,1,0
20190630,AVRN,0,1,1,0
20190630,AZPS,1,0,0,0
20190630,BANC,0,1,0,0
20190630,BPAT,0,1,1,0
20190630,CISO,1,0,0,0
20190630,EPE,1,0,0,0
20190630,ERCO,1,0,0,0
20190630,IID,1,0,0,0
20190630,IPCO,1,0,0,0
20190630,LDWP,1,0,0,0
20190630,NEVP,1,0,0,0
20190630,NWMT,1,0,0,0
20190630,PACE,1,0,0,0
20190630,PACW,0,1,1,0
20190630,PGE,0,1,1,0
20190630,PNM,1,0,0,0
20190630,PSCO,1,0,0,0
20190630,PSEI,0,1,1,0
20190630,SRP,1,0,0,0
20190630,SWPP,1,0,0,0
20190630,TEPC,1,0,0,0
20190630,WACM,1,0,0,0
20190630,WALC,1,0,0,0
20190701,AVA,0,1,0,0
20190701,AVRN,0,1,0,0
20190701,AZPS,1,0,0,0
20190701,BANC,1,0,0,0
20190701,BPAT,0,1,0,0
20190701,CISO,1,0,0,0
20190701,EPE,1,0,0,0
20190701,ERCO,1,0,0,0
20190701,IID,1,0,0,0
20190701,IPCO,1,0,0,0
20190701,LDWP,1,0,0,0
20190701,NEVP,1,0,0,0
20190701,NWMT,1,0,0,0
20190701,PACE,1,0,0,0
20190701,PACW,0,1,0,0
20190701,PGE,0,1,0,0
20190701,PNM,1,0,0,0
20190701,PSCO,1,0,0,0
20190701,PSEI,0,1,0,0
20190701,SRP,1,0,0,0
20190701,SWPP,1,0,0,0
20190701,TEPC,1,0,0,0
20190701,WACM,1,0,0,0
20190701,WALC,1,0,0,0
20190702,AVA,0,1,0,0
20190702,AVRN,0,1,0,0
20190702,AZPS,1,0,0,0
20190702,BANC,1,0,0,0
20190702,BPAT,0,1,0,0
20190702,CISO,1,0,0,0
20190702,EPE,1,0,0,0
20190702,ERCO,1,0,0,0
20190702,IID,1,0,0,0
20190702,IPCO,1,0,0,0
20190702,LDWP,1,0,0,0
20190702,NEVP,1,0,0,0
20190702,NWMT,1,0,0,0
20190702,PACE,1,0,0,0
20190702,PACW,1,0,0,0
20190702,PGE,0,1,0,0
20190702,PNM,1,0,0,0
20190702,PSCO,1,0,0,0
20190702,PSEI,0,1,0,0
20190702,SRP,1,0,0,0
20190702,SWPP,1,0,0,0
20190702,TEPC,1,0,0,0
20190702,WACM,1,0,0,0
20190702,WALC,1,0,0,0
20190703,AVA,0,1,0,0
20190703,AVRN,0,1,0,0
20190703,AZPS,1,0,0,0
20190703,BANC,1,0,0,0
20190703,BPAT,0,1,0,0
20190703,CISO,1,0,0,0
20190703,EPE,1,0,0,0
20190703,ERCO,1,0,0,0
20190703,IID,1,0,0,0
20190703,IPCO,0,1,0,0
20190703,LDWP,1,0,0,0
20190703,NEVP,1,0,0,0
20190703,NWMT,1,0,0,0
20190703,PACE,1,0,0,0
20190703,PACW,0,1,0,0
20190703,PGE,1,0,0,0
20190703,PNM,1,0,0,0
20190703,PSCO,1,0,0,0
20190703,PSEI,0,1,0,0
20190703,SRP,1,0,0,0
20190703,SWPP,1,0,0,0
20190703,TEPC,1,0,0,0
20190703,WACM,1,0,0,0
20190703,WALC,1,0,0,0
20190704,AVA,0,1,1,0
20190704,AVRN,0,1,0,0
20190704,AZPS,1,0,0,0
20190704,BANC,1,0,0,0
20190704,BPAT,0,1,0,0
20190704,CISO,1,0,0,0
20190704,EPE,1,0,0,0
20190704,ERCO,1,0,0,0
20190704,IID,1,0,0,0
20190704,IPCO,0,1,0,0
20190704,LDWP,1,0,0,0
20190704,NEVP,1,0,0,0
20190704,NWMT,0,1,0,0
20190704,PACE,1,0,0,0
20190704,PACW,0,1,0,0
20190704,PGE,0,1,0,0
20190704,PNM,0,1,0,0
20190704,PSCO,1,0,0,0
20190704,PSEI,0,1,1,0
20190704,SRP,1,0,0,0
20190704,SWPP,1,0,0,0
20190704,TEPC,1,0,0,0
20190704,WACM,1,0,0,0
20190704,WALC,1,0,0,0
20190705,AVA,0,1,0,0
20190705,AVRN,0,1,0,0
20190705,AZPS,1,0,0,0
20190705,BANC,1,0,0,0
20190705,BPAT,0,1,0,0
20190705,CISO,1,0,0,0
20190705,EPE,1,0,0,0
20190705,ERCO,1,0,0,0
20190705,IID,1,0,0,0
20190705,IPCO,1,0,0,0
20190705,LDWP,1,0,0,0
20190705,NEVP,1,0,0,0
20190705,NWMT,1,0,0,0
20190705,PACE,1,0,0,0
20190705,PACW,0,1,0,0
20190705,PGE,0,1,0,0
20190705,PNM,1,0,0,0
20190705,PSCO,1,0,0,0
20190705,PSEI,0,1,0,0
20190705,SRP,1,0,0,0
20190705,SWPP,1,0,0,0
20190705,TEPC,1,0,0,0
20190705,WACM,1,0,0,0
20190705,WALC,1,0,0,0
20190706,AVA,0,1,0,0
20190706,AVRN,0,1,0,0
20190706,AZPS,1,0,0,0
20190706,BANC,0,1,0,0
20190706,BPAT,0,1,0,0
20190706,CISO,1,0,0,0
20190706,EPE,1,0,0,0
20190706,ERCO,1,0,0,0
20190706,IID,0,1,0,0
20190706,IPCO,0,1,0,0
20190706,LDWP,1,0,0,0
20190706,NEVP,1,0,0,0
20190706,NWMT,0,1,0,0
20190706,PACE,1,0,0,0
20190706,PACW,0,1,0,0
20190706,PGE,0,1,0,0
20190706,PNM,1,0,0,0
20190706,PSCO,1,0,0,0
20190706,PSEI,0,1,0,0
20190706,SRP,1,0,0,0
20190706,SWPP,1,0,0,0
20190706,TEPC,1,0,0,0
20190706,WACM,1,0,0,0
20190706,WALC,1,0,0,0
20190707,AVA,0,1,0,0
20190707,AVRN,0,1,0,0
20190707,AZPS,1,0,0,0
20190707,BANC,0,1,0,0
20190707,BPAT,0,1,0,0
20190707,CISO,1,0,0,0
20190707,EPE,1,0,0,0
20190707,ERCO,1,0,0,0
20190707,IID,1,0,0,0
20190707,IPCO,0,1,0,0
20190707,LDWP,1,0,0,0
20190707,NEVP,1,0,0,0
20190707,NWMT,1,0,0,0
20190707,PACE,1,0,0,0
20190707,PACW,0,1,0,0
20190707,PGE,0,1,0,0
20190707,PNM,1,0,0,0
20190707,PSCO,1,0,0,0
20190707,PSEI,0,1,0,0
20190707,SRP,1,0,0,0
20190707,SWPP,1,0,0,0
20190707,TEPC,1,0,0,0
20190707,WACM,1,0,0,0
20190707,WALC,1,0,0,0
20190708,AVA,0,1,1,0
20190708,AVRN,0,1,0,0
20190708,AZPS,1,0,0,0
20190708,BANC,1,0,0,0
20190708,BPAT,0,1,0,0
20190708,CISO,1,0,0,0
20190708,EPE,1,0,0,0
20190708,ERCO,1,0,0,0
20190708,IID,1,0,0,0
20190708,IPCO,0,1,0,0
20190708,LDWP,1,0,0,0
20190708,NEVP,1,0,0,0
20190708,NWMT,0,1,0,0
20190708,PACE,1,0,0,0
20190708,PACW,0,1,0,0
20190708,PGE,0,1,0,0
20190708,PNM,1,0,0,0
20190708,PSCO,1,0,0,0
20190708,PSEI,0,1,1,0
20190708,SRP,1,0,0,0
20190708,SWPP,1,0,0,0
20190708,TEPC,1,0,0,0
20190708,WACM,1,0,0,0
20190708,WALC,1,0,0,0
20190709,AVA,1,0,0,0
20190709,AVRN,1,0,0,0
20190709,AZPS,1,0,0,0
20190709,BANC,1,0,0,0
20190709,BPAT,1,0,0,0
20190709,CISO,1,0,0,0
20190709,EPE,1,0,0,0
20190709,ERCO,1,0,0,0
20190709,IID,1,0,0,0
20190709,IPCO,1,0,0,0
20190709,LDWP,1,0,0,0
20190709,NEVP,1,0,0,0
20190709,NWMT,1,0,0,0
20190709,PACE,1,0,0,0
20190709,PACW,1,0,0,0
20190709,PGE,1,0,0,0
20190709,PNM,1,0,0,0
20190709,PSCO,1,0,0,0
20190709,PSEI,1,0,0,0
20190709,SRP,1,0,0,0
20190709,SWPP,1,0,0,0
20190709,TEPC,1,0,0,0
20190709,WACM,1,0,0,0
20190709,WALC,1,0,0,0
20190711,AVA,1,0,0,0
20190711,AVRN,1,0,0,0
20190711,AZPS,1,0,0,0
20190711,BANC,1,0,0,0
20190711,BPAT,1,0,0,0
20190711,CISO,1,0,0,0
20190711,EPE,1,0,0,0
20190711,ERCO,1,0,0,0
20190711,IID,1,0,0,0
20190711,IPCO,1,0,0,0
20190711,LDWP,1,0,0,0
20190711,NEVP,1,0,0,0
20190711,NWMT,1,0,0,0
20190711,PACE,1,0,0,0
20190711,PACW,1,0,0,0
20190711,PGE,1,0,0,0
20190711,PNM,1,0,0,0
20190711,PSCO,1,0,0,0
20190711,PSEI,1,0,0,0
20190711,SRP,1,0,0,0
20190711,SWPP,1,0,0,0
20190711,TEPC,1,0,0,0
20190711,WACM,1,0,0,0
20190711,WALC,1,0,0,0
20190712,AVA,1,0,0,0
20190712,AVRN,1,0,0,0
20190712,AZPS,1,0,0,0
20190712,BANC,1,0,0,0
20190712,BPAT,1,0,0,0
20190712,CISO,1,0,0,0
20190712,EPE,1,0,0,0
20190712,ERCO,1,0,0,0
20190712,IID,1,0,0,0
20190712,IPCO,1,0,0,0
20190712,LDWP,1,0,0,0
20190712,NEVP,1,0,0,0
